customer_id,name,age,gender,region,plan,join_date,churn_yn,churn_date
C458,조수빈,59,여,인천,스탠다드,2022-03-20,N,
C459,안현우,43,여,서울,스탠다드,2021-07-26,N,
C460,정성민,27,여,서울,스탠다드,2024-04-07,N,
C461,송재현,43,남,대구,베이직,2021-07-28,N,
C462,이소율,70,여,경기,프리미엄,2022-07-17,N,
C463,최수아,29,남,서울,베이직,2024-04-06,N,
C464,송예은,21,남,서울,스탠다드,2022-08-16,N,
C465,최유진,32,여,대구,스탠다드,2023-12-15,N,
C466,한예은,67,남,인천,베이직,2021-03-24,N,
C467,황예은,43,남,기타,스탠다드,2023-12-26,N,
C468,이지은,37,여,서울,베이직,2024-06-05,N,
C469,류재원,34,여,경기,스탠다드,2023-05-23,N,
C470,송성민,62,여,부산,스탠다드,2021-02-04,N,
C471,강수빈,42,남,서울,프리미엄,2023-07-21,N,
C472,류현우,70,남,경기,베이직,2020-03-13,N,
C473,류서연,69,남,기타,프리미엄,2023-12-19,N,
C474,오지아,67,남,서울,프리미엄,2021-08-06,N,
C475,조예은,52,여,기타,스탠다드,2021-04-27,N,
C476,황경수,47,남,경기,베이직,2019-11-24,N,
C477,전시우,24,여,서울,프리미엄,2020-04-21,N,
C478,오수빈,59,남,경기,프리미엄,2023-02-08,N,
C479,조태양,61,여,인천,베이직,2023-04-30,N,
C480,최동현,33,여,부산,프리미엄,2020-04-01,N,
C481,송태양,40,남,인천,베이직,2022-12-31,N,
C482,강주원,65,여,경기,베이직,2021-07-12,N,
C483,장예은,49,남,경기,프리미엄,2022-06-26,N,
C484,장지은,65,여,서울,베이직,2021-11-30,Y,2024-10-24
C485,권재현,64,남,서울,프리미엄,2019-09-07,N,
C486,장지훈,62,여,서울,스탠다드,2022-07-09,Y,2024-12-25
C487,신태양,41,여,서울,베이직,2020-11-28,Y,2024-07-26
C488,박재원,69,여,부산,스탠다드,2022-07-14,N,
C489,황성민,50,남,서울,프리미엄,2022-05-14,N,
C490,박혜진,33,여,기타,스탠다드,2021-05-15,N,
C491,류다은,60,남,부산,베이직,2022-07-20,N,
C492,조수아,58,남,부산,프리미엄,2023-11-02,N,
C493,황성민,26,여,서울,베이직,2022-12-27,Y,2024-09-18
C494,전서연,63,여,서울,프리미엄,2023-08-28,Y,2024-09-23
C495,임나연,37,여,기타,프리미엄,2021-04-26,N,
C496,안태양,37,남,인천,스탠다드,2021-09-20,N,
C497,황승우,25,남,경기,스탠다드,2019-05-31,N,
C498,최재원,23,남,부산,스탠다드,2023-08-31,N,
C499,한승우,57,여,대구,스탠다드,2023-07-19,N,
C500,박민준,24,여,서울,베이직,2021-12-14,N,
